id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
51,Jadwal Imunisasi Lengkap (Bagian 2),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Gizi,Draft,237346,,,2025-12-03 03:03:52,2025-12-03 03:03:52
52,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 2),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Dipublikasikan,207646,223490,2026-01-01,2025-07-18 23:15:49,2025-07-18 23:15:49
53,Persiapan Persalinan Sehat (Bagian 2),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Gizi,Menunggu Verifikasi,206690,,,2025-07-13 05:21:26,2025-07-13 05:21:26
54,Tumbuh Kembang Anak Normal (Bagian 2),"Konsultasikan ke tenaga kesehatan jika anak belum bisa tengkurap di usia 4 bulan, belum merangkak di usia 9 bulan, atau belum berjalan di usia 18 bulan. Stimulasi yang teratur dan kasih sayang orang tua sangat penting untuk perkembangan optimal anak.

Perkembangan anak meliputi aspek motorik kasar, motorik halus, bahasa, dan personal-sosial. Setiap anak memiliki kecepatan tumbuh kembang yang berbeda, namun ada tolok ukur umum sesuai usia. Stimulasi dini dapat dilakukan dengan mengajak bermain, berbicara, membaca, dan bernyanyi.

Pada usia 0-3 bulan, bayi sudah bisa mengangkat kepala. Usia 4-6 bulan, bayi mulai tengkurap dan meraih mainan. Usia 7-9 bulan, bayi duduk sendiri dan merangkak. Usia 10-12 bulan, bayi berdiri dengan pegangan dan mulai berjalan. Orang tua perlu waspada jika ada tanda keterlambatan.",Gizi,Diarsipkan,235496,,,2025-09-07 18:40:40,2025-09-07 18:40:40
55,Bahaya Campak dan Rubella (Bagian 2),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Ditolak,203214,243549,,2025-07-07 19:25:46,2025-07-07 19:25:46
56,Mengenal Tanda Bahaya Kehamilan (Bagian 2),"Tanda bahaya kehamilan yang harus diwaspadai: pendarahan melalui jalan lahir, sakit kepala hebat, pandangan kabur, bengkak di wajah dan tangan, demam tinggi, serta gerakan janin berkurang. Segera ke fasilitas kesehatan jika mengalami tanda-tanda tersebut.

Pemeriksaan kehamilan rutin minimal 6 kali selama masa kehamilan. Trimester pertama (1-3 bulan) periksa untuk konfirmasi kehamilan dan deteksi risiko awal. Trimester kedua (4-6 bulan) periksa untuk memantau pertumbuhan janin dan deteksi kelainan. Trimester ketiga (7-9 bulan) periksa untuk persiapan persalinan.

Ibu hamil dianjurkan mengonsumsi 90 tablet tambah darah selama kehamilan untuk mencegah anemia. Konsumsi makanan bergizi seimbang, istirahat cukup, dan lakukan aktivitas fisik ringan seperti jalan kaki. Persalinan sebaiknya ditolong oleh tenaga kesehatan terlatih di fasilitas kesehatan.",Gizi,Dipublikasikan,234165,223490,2025-12-07,2025-07-01 05:06:06,2025-07-01 05:06:06
57,Bahaya Campak dan Rubella (Bagian 2),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Dipublikasikan,224201,223459,2026-04-14,2025-11-18 03:19:38,2025-11-18 03:19:38
58,Kesehatan Ibu Hamil (Bagian 2),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Menunggu Verifikasi,201160,,,2025-11-25 02:47:17,2025-11-25 02:47:17
59,Pentingnya Buku KIA (Bagian 2),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Diarsipkan,222101,,,2025-09-12 16:14:21,2025-09-12 16:14:21
60,Pemberian ASI Eksklusif (Bagian 3),"Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.",Kehamilan,Diarsipkan,211109,,,2026-05-16 20:17:18,2026-05-16 20:17:18
61,Gizi Seimbang untuk Balita (Bagian 3),"Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.",Imunisasi,Ditolak,249051,202365,,2026-01-29 23:57:17,2026-01-29 23:57:17
62,Gizi Seimbang untuk Balita (Bagian 3),"Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.",Penyakit,Dipublikasikan,227709,243549,2026-06-03,2026-01-10 08:54:24,2026-01-10 08:54:24
63,Pentingnya Buku KIA (Bagian 3),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Menunggu Verifikasi,213631,,,2026-02-02 01:51:11,2026-02-02 01:51:11
64,Manfaat Posyandu untuk Balita (Bagian 3),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Imunisasi,Diarsipkan,202063,,,2025-06-16 05:56:37,2025-06-16 05:56:37
65,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 3),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Ditolak,247241,223490,,2025-07-07 10:48:44,2025-07-07 10:48:44
66,Pentingnya Buku KIA (Bagian 3),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Draft,238824,,,2025-10-07 09:02:09,2025-10-07 09:02:09
67,Pemberian ASI Eksklusif (Bagian 3),"ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.

Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.",Kehamilan,Draft,205755,,,2025-09-28 03:54:19,2025-09-28 03:54:19
68,Gizi Seimbang untuk Balita (Bagian 3),"Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.",Gizi,Dipublikasikan,213995,206135,2025-10-06,2026-01-18 06:51:01,2026-01-18 06:51:01
69,Vaksin MR dan Polio (Bagian 3),"Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.

Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.",Penyakit,Diarsipkan,209973,,,2026-03-26 04:03:40,2026-03-26 04:03:40
70,Vaksin MR dan Polio (Bagian 3),"Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.

Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.",Gizi,Dipublikasikan,234661,202365,2026-03-09,2025-11-30 15:30:08,2025-11-30 15:30:08
71,Pentingnya Buku KIA (Bagian 3),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Menunggu Verifikasi,212022,,,2025-12-17 22:31:59,2025-12-17 22:31:59
72,Pentingnya Imunisasi Booster (Bagian 3),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Menunggu Verifikasi,235398,,,2025-11-26 07:39:42,2025-11-26 07:39:42
73,Bahaya Campak dan Rubella (Bagian 3),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Ditolak,216885,243549,,2025-11-25 10:05:00,2025-11-25 10:05:00
74,Tumbuh Kembang Anak Normal (Bagian 3),"Pada usia 0-3 bulan, bayi sudah bisa mengangkat kepala. Usia 4-6 bulan, bayi mulai tengkurap dan meraih mainan. Usia 7-9 bulan, bayi duduk sendiri dan merangkak. Usia 10-12 bulan, bayi berdiri dengan pegangan dan mulai berjalan. Orang tua perlu waspada jika ada tanda keterlambatan.

Konsultasikan ke tenaga kesehatan jika anak belum bisa tengkurap di usia 4 bulan, belum merangkak di usia 9 bulan, atau belum berjalan di usia 18 bulan. Stimulasi yang teratur dan kasih sayang orang tua sangat penting untuk perkembangan optimal anak.

Perkembangan anak meliputi aspek motorik kasar, motorik halus, bahasa, dan personal-sosial. Setiap anak memiliki kecepatan tumbuh kembang yang berbeda, namun ada tolok ukur umum sesuai usia. Stimulasi dini dapat dilakukan dengan mengajak bermain, berbicara, membaca, dan bernyanyi.",Tumbuh Kembang,Ditolak,242789,223490,,2026-01-09 17:59:42,2026-01-09 17:59:42
75,Pemberian ASI Eksklusif (Bagian 3),"Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.",Kehamilan,Ditolak,200253,223459,,2026-03-06 22:16:59,2026-03-06 22:16:59
76,Persiapan Persalinan Sehat (Bagian 3),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Menunggu Verifikasi,212120,,,2026-05-02 07:36:16,2026-05-02 07:36:16
77,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 3),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Ditolak,226660,225811,,2026-03-27 00:30:18,2026-03-27 00:30:18
